dataset,model,variant,k,num_layers,hidden_dim,lr,num_params,mean_step_ms,std_step_ms,peak_mem_mb
questions,GAT,TABM_k2,2,3,512,3e-05,2529374,195.686,0.479,6341.7
questions,GAT,TABM_k4,4,3,512,3e-05,2533052,390.862,0.844,6341.7
questions,GAT,TABM_k8,8,3,512,3e-05,2540408,781.474,1.55,6341.8
questions,GAT,BASE,1,4,512,3e-05,3316225,125.237,0.103,7554.6
questions,GAT,ENS_k4,4,4,512,3e-05,13264900,500.429,0.53,7706.4
questions,GAT,TABM_k2,2,4,512,3e-05,3319390,255.696,0.214,7717.3
questions,GAT,TABM_k4,4,4,512,3e-05,3323068,511.671,0.865,7717.4
questions,GAT,TABM_k8,8,4,512,3e-05,3330424,1023.268,1.811,7717.5
questions,GAT,BASE,1,5,512,3e-05,4106241,155.77,0.16,8927.3
questions,GAT,ENS_k4,4,5,512,3e-05,16424964,622.116,0.528,9115.2
questions,GAT,TABM_k2,2,5,512,3e-05,4109406,316.684,0.41,9093.0
questions,GAT,TABM_k4,4,5,512,3e-05,4113084,632.364,0.93,9093.1
questions,GAT,TABM_k8,8,5,512,3e-05,4120440,1265.443,1.784,9093.2
questions,GAT-sep,BASE,1,1,512,3e-05,1470977,61.019,0.124,4920.1
questions,GAT-sep,ENS_k4,4,1,512,3e-05,5883908,243.586,0.373,4989.1
questions,GAT-sep,TABM_k2,2,1,512,3e-05,1474142,127.213,0.367,5075.0
questions,GAT-sep,TABM_k4,4,1,512,3e-05,1477820,253.824,0.83,5075.1
questions,GAT-sep,TABM_k8,8,1,512,3e-05,1485176,507.613,1.483,5075.2
questions,GAT-sep,BASE,1,2,512,3e-05,2785793,117.126,0.174,7680.4
questions,GAT-sep,ENS_k4,4,2,512,3e-05,11143172,468.042,0.64,7813.0
questions,GAT-sep,TABM_k2,2,2,512,3e-05,2788958,239.763,0.408,7840.3
questions,GAT-sep,TABM_k4,4,2,512,3e-05,2792636,478.221,0.793,7840.4
questions,GAT-sep,TABM_k8,8,2,512,3e-05,2799992,957.461,1.618,7840.5
questions,GAT-sep,BASE,1,3,512,3e-05,4100609,173.586,0.182,10440.8
questions,GAT-sep,ENS_k4,4,3,512,3e-05,16402436,693.217,0.667,10635.7
questions,GAT-sep,TABM_k2,2,3,512,3e-05,4103774,352.252,0.505,10606.2
questions,GAT-sep,TABM_k4,4,3,512,3e-05,4107452,703.903,1.013,10606.2
questions,GAT-sep,TABM_k8,8,3,512,3e-05,4114808,1408.612,1.634,10606.3
questions,GAT-sep,BASE,1,4,512,3e-05,5415425,229.895,0.188,13200.4
questions,GAT-sep,ENS_k4,4,4,512,3e-05,21661700,918.459,0.728,13453.1
questions,GAT-sep,TABM_k2,2,4,512,3e-05,5418590,464.814,0.58,13371.5
questions,GAT-sep,TABM_k4,4,4,512,3e-05,5422268,929.43,1.049,13371.6
questions,GAT-sep,TABM_k8,8,4,512,3e-05,5429624,1857.759,1.869,13371.7
questions,GAT-sep,BASE,1,5,512,3e-05,6730241,286.14,0.322,15960.5
questions,GAT-sep,ENS_k4,4,5,512,3e-05,26920964,1143.416,0.764,16274.1
questions,GAT-sep,TABM_k2,2,5,512,3e-05,6733406,577.356,0.54,16138.1
questions,GAT-sep,TABM_k4,4,5,512,3e-05,6737084,1154.548,1.038,16138.1
questions,GAT-sep,TABM_k8,8,5,512,3e-05,6744440,2308.943,1.842,16138.2
questions,GT,BASE,1,1,512,3e-05,1996801,68.254,0.198,4831.3
questions,GT,ENS_k4,4,1,512,3e-05,7987204,272.669,0.532,4922.8
questions,GT,TABM_k2,2,1,512,3e-05,1999966,141.936,0.391,4987.0
questions,GT,TABM_k4,4,1,512,3e-05,2003644,283.193,0.812,4987.1
questions,GT,TABM_k8,8,1,512,3e-05,2011000,565.119,1.278,4987.2
questions,GT,BASE,1,2,512,3e-05,3837441,131.845,0.173,7717.4
questions,GT,ENS_k4,4,2,512,3e-05,15349764,526.268,0.614,7893.1
questions,GT,TABM_k2,2,2,512,3e-05,3840606,268.901,0.475,7881.5
questions,GT,TABM_k4,4,2,512,3e-05,3844284,537.316,0.935,7881.6
questions,GT,TABM_k8,8,2,512,3e-05,3851640,1074.873,1.57,7881.7
questions,GT,BASE,1,3,512,3e-05,5678081,195.52,0.225,10603.6
questions,GT,ENS_k4,4,3,512,3e-05,22712324,781.028,0.729,10863.5
questions,GT,TABM_k2,2,3,512,3e-05,5681246,396.307,0.472,10774.6
questions,GT,TABM_k4,4,3,512,3e-05,5684924,791.616,0.953,10774.7
questions,GT,TABM_k8,8,3,512,3e-05,5692280,1584.151,1.709,10774.8
questions,GT,BASE,1,4,512,3e-05,7518721,259.132,0.242,13489.2
questions,GT,ENS_k4,4,4,512,3e-05,30074884,1035.873,0.788,13833.4
questions,GT,TABM_k2,2,4,512,3e-05,7521886,523.646,0.559,13667.8
questions,GT,TABM_k4,4,4,512,3e-05,7525564,1045.72,1.115,13667.9
questions,GT,TABM_k8,8,4,512,3e-05,7532920,2093.233,1.729,13668.0
questions,GT,BASE,1,5,512,3e-05,9359361,322.792,0.255,16375.4
questions,GT,ENS_k4,4,5,512,3e-05,37437444,1290.034,0.75,16803.8
questions,GT,TABM_k2,2,5,512,3e-05,9362526,650.537,0.677,16561.5
questions,GT,TABM_k4,4,5,512,3e-05,9366204,1300.456,1.162,16561.5
questions,GT,TABM_k8,8,5,512,3e-05,9373560,2600.697,1.946,16561.6
questions,GT-sep,BASE,1,1,512,3e-05,2258945,73.9,0.151,4836.1
questions,GT-sep,ENS_k4,4,1,512,3e-05,9035780,294.386,0.617,4941.1
questions,GT-sep,TABM_k2,2,1,512,3e-05,2262110,152.954,0.434,4991.5
questions,GT-sep,TABM_k4,4,1,512,3e-05,2265788,305.765,0.678,4991.5
questions,GT-sep,TABM_k8,8,1,512,3e-05,2273144,610.209,1.572,4991.7
questions,GT-sep,BASE,1,2,512,3e-05,4361729,142.942,0.21,7821.6
questions,GT-sep,ENS_k4,4,2,512,3e-05,17446916,571.256,0.599,8025.3
questions,GT-sep,TABM_k2,2,2,512,3e-05,4364894,291.44,0.363,7985.5
questions,GT-sep,TABM_k4,4,2,512,3e-05,4368572,581.675,0.881,7985.6
questions,GT-sep,TABM_k8,8,2,512,3e-05,4375928,1164.256,1.263,7985.7
questions,GT-sep,BASE,1,3,512,3e-05,6464513,211.921,0.143,10806.3
questions,GT-sep,ENS_k4,4,3,512,3e-05,25858052,847.996,0.644,11105.2
questions,GT-sep,TABM_k2,2,3,512,3e-05,6467678,429.532,0.508,10978.3
questions,GT-sep,TABM_k4,4,3,512,3e-05,6471356,858.568,0.861,10978.4
questions,GT-sep,TABM_k8,8,3,512,3e-05,6478712,1717.585,1.525,10978.5
questions,GT-sep,BASE,1,4,512,3e-05,8567297,281.524,0.36,13790.0
questions,GT-sep,ENS_k4,4,4,512,3e-05,34269188,1124.262,0.781,14184.8
questions,GT-sep,TABM_k2,2,4,512,3e-05,8570462,568.085,0.621,13972.4
questions,GT-sep,TABM_k4,4,4,512,3e-05,8574140,1134.756,1.065,13972.5
questions,GT-sep,TABM_k8,8,4,512,3e-05,8581496,2269.806,1.844,13972.6
questions,GT-sep,BASE,1,5,512,3e-05,10670081,350.402,0.314,16775.2
questions,GT-sep,ENS_k4,4,5,512,3e-05,42680324,1400.533,0.814,17267.8
questions,GT-sep,TABM_k2,2,5,512,3e-05,10673246,706.359,0.561,16964.0
questions,GT-sep,TABM_k4,4,5,512,3e-05,10676924,1411.593,0.691,16964.1
questions,GT-sep,TABM_k8,8,5,512,3e-05,10684280,2823.592,1.869,16964.2
questions,TAG,BASE,1,1,512,3e-05,1731585,63.052,0.157,2190.0
questions,TAG,ENS_k4,4,1,512,3e-05,6926340,251.642,0.259,2269.3
questions,TAG,TABM_k2,2,1,512,3e-05,1734750,131.135,0.204,2345.7
questions,TAG,TABM_k4,4,1,512,3e-05,1738428,263.086,0.719,2345.8
questions,TAG,TABM_k8,8,1,512,3e-05,1745784,526.077,1.541,2345.9
questions,TAG,BASE,1,2,512,3e-05,3307009,121.757,0.152,3022.0
questions,TAG,ENS_k4,4,2,512,3e-05,13228036,486.487,0.345,3173.3
questions,TAG,TABM_k2,2,2,512,3e-05,3310174,248.861,0.285,3184.1
questions,TAG,TABM_k4,4,2,512,3e-05,3313852,496.581,0.782,3184.2
questions,TAG,TABM_k8,8,2,512,3e-05,3321208,993.656,1.296,3184.3
questions,TAG,BASE,1,3,512,3e-05,4882433,180.098,0.443,3853.9
questions,TAG,ENS_k4,4,3,512,3e-05,19529732,719.341,0.593,4077.4
questions,TAG,TABM_k2,2,3,512,3e-05,4885598,365.665,0.428,4023.0
questions,TAG,TABM_k4,4,3,512,3e-05,4889276,731.164,0.802,4023.0
questions,TAG,TABM_k8,8,3,512,3e-05,4896632,1459.608,1.701,4023.1
questions,TAG,BASE,1,4,512,3e-05,6457857,238.604,0.206,4686.4
questions,TAG,ENS_k4,4,4,512,3e-05,25831428,954.058,0.546,4982.0
questions,TAG,TABM_k2,2,4,512,3e-05,6461022,482.756,0.451,4861.3
questions,TAG,TABM_k4,4,4,512,3e-05,6464700,964.368,1.014,4861.4
questions,TAG,TABM_k8,8,4,512,3e-05,6472056,1928.379,1.873,4861.5
questions,TAG,BASE,1,5,512,3e-05,8033281,297.297,0.238,5518.3
questions,TAG,ENS_k4,4,5,512,3e-05,32133124,1187.63,0.822,5886.0
questions,TAG,TABM_k2,2,5,512,3e-05,8036446,599.628,0.596,5699.8
questions,TAG,TABM_k4,4,5,512,3e-05,8040124,1198.828,1.022,5699.9
questions,TAG,TABM_k8,8,5,512,3e-05,8047480,2396.845,1.789,5700.0
